state,year,nationality,type,sex,agegrp,nPrisoners
Meghalaya,2010,Indians,Under Trials,Male,30-50,124
Meghalaya,2010,Indians,Under Trials,Male,50+,3
Meghalaya,2011,Foreigners,Convicts,Female,16-18,0
Meghalaya,2011,Foreigners,Convicts,Female,18-30,0
Meghalaya,2011,Foreigners,Convicts,Female,30-50,0
Meghalaya,2011,Foreigners,Convicts,Female,50+,0
Meghalaya,2011,Foreigners,Convicts,Male,16-18,0
Meghalaya,2011,Foreigners,Convicts,Male,18-30,6
Meghalaya,2011,Foreigners,Convicts,Male,30-50,2
Meghalaya,2011,Foreigners,Convicts,Male,50+,1
Meghalaya,2011,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2011,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2011,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2011,Foreigners,Under Trials,Female,50+,0
Meghalaya,2011,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2011,Foreigners,Under Trials,Male,18-30,28
Meghalaya,2011,Foreigners,Under Trials,Male,30-50,7
Meghalaya,2011,Foreigners,Under Trials,Male,50+,0
Meghalaya,2011,Indians,Convicts,Female,16-18,0
Meghalaya,2011,Indians,Convicts,Female,18-30,0
Meghalaya,2011,Indians,Convicts,Female,30-50,0
Meghalaya,2011,Indians,Convicts,Female,50+,0
Meghalaya,2011,Indians,Convicts,Male,16-18,0
Meghalaya,2011,Indians,Convicts,Male,18-30,35
Meghalaya,2011,Indians,Convicts,Male,30-50,18
Meghalaya,2011,Indians,Convicts,Male,50+,3
Meghalaya,2011,Indians,Under Trials,Female,16-18,0
Meghalaya,2011,Indians,Under Trials,Female,18-30,11
Meghalaya,2011,Indians,Under Trials,Female,30-50,0
Meghalaya,2011,Indians,Under Trials,Female,50+,1
Meghalaya,2011,Indians,Under Trials,Male,16-18,0
Meghalaya,2011,Indians,Under Trials,Male,18-30,301
Meghalaya,2011,Indians,Under Trials,Male,30-50,113
Meghalaya,2011,Indians,Under Trials,Male,50+,17
Meghalaya,2012,Foreigners,Convicts,Female,16-18,0
Meghalaya,2012,Foreigners,Convicts,Female,18-30,0
Meghalaya,2012,Foreigners,Convicts,Female,30-50,0
Meghalaya,2012,Foreigners,Convicts,Female,50+,0
Meghalaya,2012,Foreigners,Convicts,Male,16-18,0
Meghalaya,2012,Foreigners,Convicts,Male,18-30,0
Meghalaya,2012,Foreigners,Convicts,Male,30-50,1
Meghalaya,2012,Foreigners,Convicts,Male,50+,0
Meghalaya,2012,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2012,Foreigners,Under Trials,Female,18-30,1
Meghalaya,2012,Foreigners,Under Trials,Female,30-50,1
Meghalaya,2012,Foreigners,Under Trials,Female,50+,0
Meghalaya,2012,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2012,Foreigners,Under Trials,Male,18-30,28
Meghalaya,2012,Foreigners,Under Trials,Male,30-50,10
Meghalaya,2012,Foreigners,Under Trials,Male,50+,0
Meghalaya,2012,Indians,Convicts,Female,16-18,0
Meghalaya,2012,Indians,Convicts,Female,18-30,0
Meghalaya,2012,Indians,Convicts,Female,30-50,0
Meghalaya,2012,Indians,Convicts,Female,50+,0
Meghalaya,2012,Indians,Convicts,Male,16-18,0
Meghalaya,2012,Indians,Convicts,Male,18-30,31
Meghalaya,2012,Indians,Convicts,Male,30-50,34
Meghalaya,2012,Indians,Convicts,Male,50+,4
Meghalaya,2012,Indians,Under Trials,Female,16-18,0
Meghalaya,2012,Indians,Under Trials,Female,18-30,5
Meghalaya,2012,Indians,Under Trials,Female,30-50,5
Meghalaya,2012,Indians,Under Trials,Female,50+,0
Meghalaya,2012,Indians,Under Trials,Male,16-18,0
Meghalaya,2012,Indians,Under Trials,Male,18-30,343
Meghalaya,2012,Indians,Under Trials,Male,30-50,172
Meghalaya,2012,Indians,Under Trials,Male,50+,40
Meghalaya,2013,Foreigners,Convicts,Female,16-18,0
Meghalaya,2013,Foreigners,Convicts,Female,18-30,0
Meghalaya,2013,Foreigners,Convicts,Female,30-50,0
Meghalaya,2013,Foreigners,Convicts,Female,50+,0
Meghalaya,2013,Foreigners,Convicts,Male,16-18,0
Meghalaya,2013,Foreigners,Convicts,Male,18-30,4
Meghalaya,2013,Foreigners,Convicts,Male,30-50,0
Meghalaya,2013,Foreigners,Convicts,Male,50+,0
Meghalaya,2013,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2013,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2013,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2013,Foreigners,Under Trials,Female,50+,0
Meghalaya,2013,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2013,Foreigners,Under Trials,Male,18-30,24
Meghalaya,2013,Foreigners,Under Trials,Male,30-50,1
Meghalaya,2013,Foreigners,Under Trials,Male,50+,0
Meghalaya,2013,Indians,Convicts,Female,16-18,0
Meghalaya,2013,Indians,Convicts,Female,18-30,0
Meghalaya,2013,Indians,Convicts,Female,30-50,0
Meghalaya,2013,Indians,Convicts,Female,50+,0
Meghalaya,2013,Indians,Convicts,Male,16-18,0
Meghalaya,2013,Indians,Convicts,Male,18-30,36
Meghalaya,2013,Indians,Convicts,Male,30-50,28
Meghalaya,2013,Indians,Convicts,Male,50+,4
Meghalaya,2013,Indians,Under Trials,Female,16-18,0
Meghalaya,2013,Indians,Under Trials,Female,18-30,11
Meghalaya,2013,Indians,Under Trials,Female,30-50,0
Meghalaya,2013,Indians,Under Trials,Female,50+,0
Meghalaya,2013,Indians,Under Trials,Male,16-18,0
Meghalaya,2013,Indians,Under Trials,Male,18-30,483
Meghalaya,2013,Indians,Under Trials,Male,30-50,185
Meghalaya,2013,Indians,Under Trials,Male,50+,41
Mizoram,2001,Foreigners,Convicts,Female,16-18,0
Mizoram,2001,Foreigners,Convicts,Female,18-30,0
Mizoram,2001,Foreigners,Convicts,Female,30-50,0
Mizoram,2001,Foreigners,Convicts,Female,50+,0
Mizoram,2001,Foreigners,Convicts,Male,16-18,0
Mizoram,2001,Foreigners,Convicts,Male,18-30,0
Mizoram,2001,Foreigners,Convicts,Male,30-50,0
Mizoram,2001,Foreigners,Convicts,Male,50+,0
Mizoram,2001,Foreigners,Under Trials,Female,16-18,0
Mizoram,2001,Foreigners,Under Trials,Female,18-30,0
Mizoram,2001,Foreigners,Under Trials,Female,30-50,0
Mizoram,2001,Foreigners,Under Trials,Female,50+,0
Mizoram,2001,Foreigners,Under Trials,Male,16-18,0
Mizoram,2001,Foreigners,Under Trials,Male,18-30,0
Mizoram,2001,Foreigners,Under Trials,Male,30-50,0
Mizoram,2001,Foreigners,Under Trials,Male,50+,0
Mizoram,2001,Indians,Convicts,Female,16-18,0
Mizoram,2001,Indians,Convicts,Female,18-30,8
Mizoram,2001,Indians,Convicts,Female,30-50,3
Mizoram,2001,Indians,Convicts,Female,50+,0
Mizoram,2001,Indians,Convicts,Male,16-18,11
Mizoram,2001,Indians,Convicts,Male,18-30,88
Mizoram,2001,Indians,Convicts,Male,30-50,44
Mizoram,2001,Indians,Convicts,Male,50+,0
Mizoram,2001,Indians,Under Trials,Female,16-18,0
Mizoram,2001,Indians,Under Trials,Female,18-30,39
Mizoram,2001,Indians,Under Trials,Female,30-50,33
Mizoram,2001,Indians,Under Trials,Female,50+,0
Mizoram,2001,Indians,Under Trials,Male,16-18,67
Mizoram,2001,Indians,Under Trials,Male,18-30,360
Mizoram,2001,Indians,Under Trials,Male,30-50,205
Mizoram,2001,Indians,Under Trials,Male,50+,0
Mizoram,2002,Foreigners,Convicts,Female,16-18,0
Mizoram,2002,Foreigners,Convicts,Female,18-30,0
Mizoram,2002,Foreigners,Convicts,Female,30-50,0
Mizoram,2002,Foreigners,Convicts,Female,50+,0
Mizoram,2002,Foreigners,Convicts,Male,16-18,0
Mizoram,2002,Foreigners,Convicts,Male,18-30,0
Mizoram,2002,Foreigners,Convicts,Male,30-50,0
Mizoram,2002,Foreigners,Convicts,Male,50+,0
Mizoram,2002,Foreigners,Under Trials,Female,16-18,0
Mizoram,2002,Foreigners,Under Trials,Female,18-30,0
Mizoram,2002,Foreigners,Under Trials,Female,30-50,0
Mizoram,2002,Foreigners,Under Trials,Female,50+,0
Mizoram,2002,Foreigners,Under Trials,Male,16-18,0
Mizoram,2002,Foreigners,Under Trials,Male,18-30,0
Mizoram,2002,Foreigners,Under Trials,Male,30-50,0
Mizoram,2002,Foreigners,Under Trials,Male,50+,0
Mizoram,2002,Indians,Convicts,Female,16-18,0
Mizoram,2002,Indians,Convicts,Female,18-30,13
Mizoram,2002,Indians,Convicts,Female,30-50,8
Mizoram,2002,Indians,Convicts,Female,50+,0
Mizoram,2002,Indians,Convicts,Male,16-18,19
Mizoram,2002,Indians,Convicts,Male,18-30,150
Mizoram,2002,Indians,Convicts,Male,30-50,85
Mizoram,2002,Indians,Convicts,Male,50+,2
Mizoram,2002,Indians,Under Trials,Female,16-18,10
Mizoram,2002,Indians,Under Trials,Female,18-30,20
Mizoram,2002,Indians,Under Trials,Female,30-50,30
Mizoram,2002,Indians,Under Trials,Female,50+,5
Mizoram,2002,Indians,Under Trials,Male,16-18,21
Mizoram,2002,Indians,Under Trials,Male,18-30,225
Mizoram,2002,Indians,Under Trials,Male,30-50,250
Mizoram,2002,Indians,Under Trials,Male,50+,20
Mizoram,2003,Foreigners,Convicts,Female,16-18,0
Mizoram,2003,Foreigners,Convicts,Female,18-30,0
Mizoram,2003,Foreigners,Convicts,Female,30-50,0
Mizoram,2003,Foreigners,Convicts,Female,50+,0
Mizoram,2003,Foreigners,Convicts,Male,16-18,0
Mizoram,2003,Foreigners,Convicts,Male,18-30,0
Mizoram,2003,Foreigners,Convicts,Male,30-50,0
Mizoram,2003,Foreigners,Convicts,Male,50+,0
Mizoram,2003,Foreigners,Under Trials,Female,16-18,0
Mizoram,2003,Foreigners,Under Trials,Female,18-30,0
Mizoram,2003,Foreigners,Under Trials,Female,30-50,0
Mizoram,2003,Foreigners,Under Trials,Female,50+,0
Mizoram,2003,Foreigners,Under Trials,Male,16-18,0
Mizoram,2003,Foreigners,Under Trials,Male,18-30,0
Mizoram,2003,Foreigners,Under Trials,Male,30-50,0
Mizoram,2003,Foreigners,Under Trials,Male,50+,0
Mizoram,2003,Indians,Convicts,Female,16-18,0
Mizoram,2003,Indians,Convicts,Female,18-30,6
Mizoram,2003,Indians,Convicts,Female,30-50,2
Mizoram,2003,Indians,Convicts,Female,50+,0
Mizoram,2003,Indians,Convicts,Male,16-18,20
Mizoram,2003,Indians,Convicts,Male,18-30,121
Mizoram,2003,Indians,Convicts,Male,30-50,52
Mizoram,2003,Indians,Convicts,Male,50+,1
Mizoram,2003,Indians,Under Trials,Female,16-18,0
Mizoram,2003,Indians,Under Trials,Female,18-30,41
Mizoram,2003,Indians,Under Trials,Female,30-50,27
Mizoram,2003,Indians,Under Trials,Female,50+,0
Mizoram,2003,Indians,Under Trials,Male,16-18,79
Mizoram,2003,Indians,Under Trials,Male,18-30,291
Mizoram,2003,Indians,Under Trials,Male,30-50,189
Mizoram,2003,Indians,Under Trials,Male,50+,8
Mizoram,2004,Foreigners,Convicts,Female,16-18,0
Mizoram,2004,Foreigners,Convicts,Female,18-30,0
Mizoram,2004,Foreigners,Convicts,Female,30-50,0
Mizoram,2004,Foreigners,Convicts,Female,50+,0
Mizoram,2004,Foreigners,Convicts,Male,16-18,0
Mizoram,2004,Foreigners,Convicts,Male,18-30,0
Mizoram,2004,Foreigners,Convicts,Male,30-50,0
Mizoram,2004,Foreigners,Convicts,Male,50+,0
Mizoram,2004,Foreigners,Under Trials,Female,16-18,0
Mizoram,2004,Foreigners,Under Trials,Female,18-30,0
Mizoram,2004,Foreigners,Under Trials,Female,30-50,0
Mizoram,2004,Foreigners,Under Trials,Female,50+,0
Mizoram,2004,Foreigners,Under Trials,Male,16-18,0
Mizoram,2004,Foreigners,Under Trials,Male,18-30,0
Mizoram,2004,Foreigners,Under Trials,Male,30-50,0
Mizoram,2004,Foreigners,Under Trials,Male,50+,0
Mizoram,2004,Indians,Convicts,Female,16-18,0
Mizoram,2004,Indians,Convicts,Female,18-30,7
Mizoram,2004,Indians,Convicts,Female,30-50,2
Mizoram,2004,Indians,Convicts,Female,50+,0
Mizoram,2004,Indians,Convicts,Male,16-18,28
Mizoram,2004,Indians,Convicts,Male,18-30,103
Mizoram,2004,Indians,Convicts,Male,30-50,77
Mizoram,2004,Indians,Convicts,Male,50+,0
Mizoram,2004,Indians,Under Trials,Female,16-18,19
Mizoram,2004,Indians,Under Trials,Female,18-30,32
Mizoram,2004,Indians,Under Trials,Female,30-50,35
Mizoram,2004,Indians,Under Trials,Female,50+,0
Mizoram,2004,Indians,Under Trials,Male,16-18,32
Mizoram,2004,Indians,Under Trials,Male,18-30,402
Mizoram,2004,Indians,Under Trials,Male,30-50,217
Mizoram,2004,Indians,Under Trials,Male,50+,5
Mizoram,2005,Foreigners,Convicts,Female,16-18,0
Mizoram,2005,Foreigners,Convicts,Female,18-30,0
Mizoram,2005,Foreigners,Convicts,Female,30-50,0
Mizoram,2005,Foreigners,Convicts,Female,50+,0
Mizoram,2005,Foreigners,Convicts,Male,16-18,0
Mizoram,2005,Foreigners,Convicts,Male,18-30,0
Mizoram,2005,Foreigners,Convicts,Male,30-50,0
Mizoram,2005,Foreigners,Convicts,Male,50+,0
Mizoram,2005,Foreigners,Under Trials,Female,16-18,0
Mizoram,2005,Foreigners,Under Trials,Female,18-30,0
Mizoram,2005,Foreigners,Under Trials,Female,30-50,0
Mizoram,2005,Foreigners,Under Trials,Female,50+,0
Mizoram,2005,Foreigners,Under Trials,Male,16-18,0
Mizoram,2005,Foreigners,Under Trials,Male,18-30,0
Mizoram,2005,Foreigners,Under Trials,Male,30-50,0
Mizoram,2005,Foreigners,Under Trials,Male,50+,0
Mizoram,2005,Indians,Convicts,Female,16-18,0
Mizoram,2005,Indians,Convicts,Female,18-30,11
Mizoram,2005,Indians,Convicts,Female,30-50,9
Mizoram,2005,Indians,Convicts,Female,50+,0
Mizoram,2005,Indians,Convicts,Male,16-18,18
Mizoram,2005,Indians,Convicts,Male,18-30,83
Mizoram,2005,Indians,Convicts,Male,30-50,50
Mizoram,2005,Indians,Convicts,Male,50+,0
Mizoram,2005,Indians,Under Trials,Female,16-18,0
Mizoram,2005,Indians,Under Trials,Female,18-30,33
Mizoram,2005,Indians,Under Trials,Female,30-50,26
Mizoram,2005,Indians,Under Trials,Female,50+,0
Mizoram,2005,Indians,Under Trials,Male,16-18,35
Mizoram,2005,Indians,Under Trials,Male,18-30,279
Mizoram,2005,Indians,Under Trials,Male,30-50,169
Mizoram,2005,Indians,Under Trials,Male,50+,0
Mizoram,2006,Foreigners,Convicts,Female,16-18,0
Mizoram,2006,Foreigners,Convicts,Female,18-30,0
Mizoram,2006,Foreigners,Convicts,Female,30-50,0
Mizoram,2006,Foreigners,Convicts,Female,50+,0
Mizoram,2006,Foreigners,Convicts,Male,16-18,0
Mizoram,2006,Foreigners,Convicts,Male,18-30,0
Mizoram,2006,Foreigners,Convicts,Male,30-50,0
Mizoram,2006,Foreigners,Convicts,Male,50+,0
Mizoram,2006,Foreigners,Under Trials,Female,16-18,0
Mizoram,2006,Foreigners,Under Trials,Female,18-30,0
Mizoram,2006,Foreigners,Under Trials,Female,30-50,0
Mizoram,2006,Foreigners,Under Trials,Female,50+,0
Mizoram,2006,Foreigners,Under Trials,Male,16-18,0
Mizoram,2006,Foreigners,Under Trials,Male,18-30,0
Mizoram,2006,Foreigners,Under Trials,Male,30-50,0
Mizoram,2006,Foreigners,Under Trials,Male,50+,0
Mizoram,2006,Indians,Convicts,Female,16-18,0
Mizoram,2006,Indians,Convicts,Female,18-30,8
Mizoram,2006,Indians,Convicts,Female,30-50,9
Mizoram,2006,Indians,Convicts,Female,50+,0
Mizoram,2006,Indians,Convicts,Male,16-18,0
Mizoram,2006,Indians,Convicts,Male,18-30,98
Mizoram,2006,Indians,Convicts,Male,30-50,98
Mizoram,2006,Indians,Convicts,Male,50+,0
Mizoram,2006,Indians,Under Trials,Female,16-18,0
Mizoram,2006,Indians,Under Trials,Female,18-30,26
Mizoram,2006,Indians,Under Trials,Female,30-50,37
Mizoram,2006,Indians,Under Trials,Female,50+,0
Mizoram,2006,Indians,Under Trials,Male,16-18,0
Mizoram,2006,Indians,Under Trials,Male,18-30,222
Mizoram,2006,Indians,Under Trials,Male,30-50,223
Mizoram,2006,Indians,Under Trials,Male,50+,8
Mizoram,2007,Foreigners,Convicts,Female,16-18,0
Mizoram,2007,Foreigners,Convicts,Female,18-30,0
Mizoram,2007,Foreigners,Convicts,Female,30-50,0
Mizoram,2007,Foreigners,Convicts,Female,50+,0
Mizoram,2007,Foreigners,Convicts,Male,16-18,0
Mizoram,2007,Foreigners,Convicts,Male,18-30,0
Mizoram,2007,Foreigners,Convicts,Male,30-50,0
Mizoram,2007,Foreigners,Convicts,Male,50+,0
Mizoram,2007,Foreigners,Under Trials,Female,16-18,0
Mizoram,2007,Foreigners,Under Trials,Female,18-30,0
Mizoram,2007,Foreigners,Under Trials,Female,30-50,0
Mizoram,2007,Foreigners,Under Trials,Female,50+,0
Mizoram,2007,Foreigners,Under Trials,Male,16-18,0
Mizoram,2007,Foreigners,Under Trials,Male,18-30,0
Mizoram,2007,Foreigners,Under Trials,Male,30-50,0
Mizoram,2007,Foreigners,Under Trials,Male,50+,0
Mizoram,2007,Indians,Convicts,Female,16-18,0
Mizoram,2007,Indians,Convicts,Female,18-30,11
Mizoram,2007,Indians,Convicts,Female,30-50,10
Mizoram,2007,Indians,Convicts,Female,50+,1
Mizoram,2007,Indians,Convicts,Male,16-18,0
Mizoram,2007,Indians,Convicts,Male,18-30,172
Mizoram,2007,Indians,Convicts,Male,30-50,99
Mizoram,2007,Indians,Convicts,Male,50+,13
Mizoram,2007,Indians,Under Trials,Female,16-18,0
Mizoram,2007,Indians,Under Trials,Female,18-30,31
Mizoram,2007,Indians,Under Trials,Female,30-50,42
Mizoram,2007,Indians,Under Trials,Female,50+,0
Mizoram,2007,Indians,Under Trials,Male,16-18,0
Mizoram,2007,Indians,Under Trials,Male,18-30,330
Mizoram,2007,Indians,Under Trials,Male,30-50,217
Mizoram,2007,Indians,Under Trials,Male,50+,15
Mizoram,2008,Foreigners,Convicts,Female,16-18,0
Mizoram,2008,Foreigners,Convicts,Female,18-30,0
Mizoram,2008,Foreigners,Convicts,Female,30-50,0
Mizoram,2008,Foreigners,Convicts,Female,50+,0
Mizoram,2008,Foreigners,Convicts,Male,16-18,0
Mizoram,2008,Foreigners,Convicts,Male,18-30,0
Mizoram,2008,Foreigners,Convicts,Male,30-50,0
Mizoram,2008,Foreigners,Convicts,Male,50+,0
Mizoram,2008,Foreigners,Under Trials,Female,16-18,0
Mizoram,2008,Foreigners,Under Trials,Female,18-30,0
Mizoram,2008,Foreigners,Under Trials,Female,30-50,0
Mizoram,2008,Foreigners,Under Trials,Female,50+,0
Mizoram,2008,Foreigners,Under Trials,Male,16-18,0
Mizoram,2008,Foreigners,Under Trials,Male,18-30,0
Mizoram,2008,Foreigners,Under Trials,Male,30-50,0
Mizoram,2008,Foreigners,Under Trials,Male,50+,0
Mizoram,2008,Indians,Convicts,Female,16-18,0
Mizoram,2008,Indians,Convicts,Female,18-30,7
Mizoram,2008,Indians,Convicts,Female,30-50,6
Mizoram,2008,Indians,Convicts,Female,50+,2
Mizoram,2008,Indians,Convicts,Male,16-18,0
Mizoram,2008,Indians,Convicts,Male,18-30,175
Mizoram,2008,Indians,Convicts,Male,30-50,125
Mizoram,2008,Indians,Convicts,Male,50+,14
Mizoram,2008,Indians,Under Trials,Female,16-18,0
Mizoram,2008,Indians,Under Trials,Female,18-30,28
Mizoram,2008,Indians,Under Trials,Female,30-50,16
Mizoram,2008,Indians,Under Trials,Female,50+,3
Mizoram,2008,Indians,Under Trials,Male,16-18,0
Mizoram,2008,Indians,Under Trials,Male,18-30,232
Mizoram,2008,Indians,Under Trials,Male,30-50,154
Mizoram,2008,Indians,Under Trials,Male,50+,28
Mizoram,2009,Foreigners,Convicts,Female,16-18,0
Mizoram,2009,Foreigners,Convicts,Female,18-30,0
Mizoram,2009,Foreigners,Convicts,Female,30-50,0
Mizoram,2009,Foreigners,Convicts,Female,50+,0
Mizoram,2009,Foreigners,Convicts,Male,16-18,0
Mizoram,2009,Foreigners,Convicts,Male,18-30,0
Mizoram,2009,Foreigners,Convicts,Male,30-50,4
Mizoram,2009,Foreigners,Convicts,Male,50+,0
Mizoram,2009,Foreigners,Under Trials,Female,16-18,0
Mizoram,2009,Foreigners,Under Trials,Female,18-30,3
Mizoram,2009,Foreigners,Under Trials,Female,30-50,2
Mizoram,2009,Foreigners,Under Trials,Female,50+,0
Mizoram,2009,Foreigners,Under Trials,Male,16-18,0
Mizoram,2009,Foreigners,Under Trials,Male,18-30,5
Mizoram,2009,Foreigners,Under Trials,Male,30-50,3
Mizoram,2009,Foreigners,Under Trials,Male,50+,0
Mizoram,2009,Indians,Convicts,Female,16-18,0
Mizoram,2009,Indians,Convicts,Female,18-30,7
Mizoram,2009,Indians,Convicts,Female,30-50,4
Mizoram,2009,Indians,Convicts,Female,50+,0
Mizoram,2009,Indians,Convicts,Male,16-18,0
Mizoram,2009,Indians,Convicts,Male,18-30,249
Mizoram,2009,Indians,Convicts,Male,30-50,81
Mizoram,2009,Indians,Convicts,Male,50+,8
Mizoram,2009,Indians,Under Trials,Female,16-18,0
Mizoram,2009,Indians,Under Trials,Female,18-30,24
Mizoram,2009,Indians,Under Trials,Female,30-50,16
Mizoram,2009,Indians,Under Trials,Female,50+,0
Mizoram,2009,Indians,Under Trials,Male,16-18,0
Mizoram,2009,Indians,Under Trials,Male,18-30,166
Mizoram,2009,Indians,Under Trials,Male,30-50,179
Mizoram,2009,Indians,Under Trials,Male,50+,14
Mizoram,2010,Foreigners,Convicts,Female,16-18,0
Mizoram,2010,Foreigners,Convicts,Female,18-30,0
Mizoram,2010,Foreigners,Convicts,Female,30-50,0
Mizoram,2010,Foreigners,Convicts,Female,50+,0
Mizoram,2010,Foreigners,Convicts,Male,16-18,0
Mizoram,2010,Foreigners,Convicts,Male,18-30,4
Mizoram,2010,Foreigners,Convicts,Male,30-50,2
Mizoram,2010,Foreigners,Convicts,Male,50+,0
Mizoram,2010,Foreigners,Under Trials,Female,16-18,0
Mizoram,2010,Foreigners,Under Trials,Female,18-30,0
Mizoram,2010,Foreigners,Under Trials,Female,30-50,0
Mizoram,2010,Foreigners,Under Trials,Female,50+,0
Mizoram,2010,Foreigners,Under Trials,Male,16-18,0
Mizoram,2010,Foreigners,Under Trials,Male,18-30,17
Mizoram,2010,Foreigners,Under Trials,Male,30-50,7
Mizoram,2010,Foreigners,Under Trials,Male,50+,2
Mizoram,2010,Indians,Convicts,Female,16-18,0
Mizoram,2010,Indians,Convicts,Female,18-30,5
Mizoram,2010,Indians,Convicts,Female,30-50,16
Mizoram,2010,Indians,Convicts,Female,50+,0
Mizoram,2010,Indians,Convicts,Male,16-18,0
Mizoram,2010,Indians,Convicts,Male,18-30,253
Mizoram,2010,Indians,Convicts,Male,30-50,162
Mizoram,2010,Indians,Convicts,Male,50+,9
Mizoram,2010,Indians,Under Trials,Female,16-18,0
Mizoram,2010,Indians,Under Trials,Female,18-30,29
Mizoram,2010,Indians,Under Trials,Female,30-50,26
Mizoram,2010,Indians,Under Trials,Female,50+,5
Mizoram,2010,Indians,Under Trials,Male,16-18,0
Mizoram,2010,Indians,Under Trials,Male,18-30,245
Mizoram,2010,Indians,Under Trials,Male,30-50,196
Mizoram,2010,Indians,Under Trials,Male,50+,14
Mizoram,2011,Foreigners,Convicts,Female,16-18,0
Mizoram,2011,Foreigners,Convicts,Female,18-30,0
Mizoram,2011,Foreigners,Convicts,Female,30-50,0
Mizoram,2011,Foreigners,Convicts,Female,50+,0
Mizoram,2011,Foreigners,Convicts,Male,16-18,0
Mizoram,2011,Foreigners,Convicts,Male,18-30,0
Mizoram,2011,Foreigners,Convicts,Male,30-50,0
Mizoram,2011,Foreigners,Convicts,Male,50+,0
