state,year,nationality,type,sex,agegrp,nPrisoners
Manipur,2008,Indians,Convicts,Male,18-30,0
Manipur,2008,Indians,Convicts,Male,30-50,21
Manipur,2008,Indians,Convicts,Male,50+,14
Manipur,2008,Indians,Under Trials,Female,16-18,0
Manipur,2008,Indians,Under Trials,Female,18-30,5
Manipur,2008,Indians,Under Trials,Female,30-50,10
Manipur,2008,Indians,Under Trials,Female,50+,2
Manipur,2008,Indians,Under Trials,Male,16-18,0
Manipur,2008,Indians,Under Trials,Male,18-30,142
Manipur,2008,Indians,Under Trials,Male,30-50,90
Manipur,2008,Indians,Under Trials,Male,50+,14
Manipur,2009,Foreigners,Convicts,Female,16-18,0
Manipur,2009,Foreigners,Convicts,Female,18-30,0
Manipur,2009,Foreigners,Convicts,Female,30-50,0
Manipur,2009,Foreigners,Convicts,Female,50+,0
Manipur,2009,Foreigners,Convicts,Male,16-18,0
Manipur,2009,Foreigners,Convicts,Male,18-30,3
Manipur,2009,Foreigners,Convicts,Male,30-50,1
Manipur,2009,Foreigners,Convicts,Male,50+,0
Manipur,2009,Foreigners,Under Trials,Female,16-18,0
Manipur,2009,Foreigners,Under Trials,Female,18-30,2
Manipur,2009,Foreigners,Under Trials,Female,30-50,3
Manipur,2009,Foreigners,Under Trials,Female,50+,0
Manipur,2009,Foreigners,Under Trials,Male,16-18,0
Manipur,2009,Foreigners,Under Trials,Male,18-30,7
Manipur,2009,Foreigners,Under Trials,Male,30-50,5
Manipur,2009,Foreigners,Under Trials,Male,50+,0
Manipur,2009,Indians,Convicts,Female,16-18,0
Manipur,2009,Indians,Convicts,Female,18-30,0
Manipur,2009,Indians,Convicts,Female,30-50,0
Manipur,2009,Indians,Convicts,Female,50+,0
Manipur,2009,Indians,Convicts,Male,16-18,0
Manipur,2009,Indians,Convicts,Male,18-30,0
Manipur,2009,Indians,Convicts,Male,30-50,17
Manipur,2009,Indians,Convicts,Male,50+,13
Manipur,2009,Indians,Under Trials,Female,16-18,0
Manipur,2009,Indians,Under Trials,Female,18-30,6
Manipur,2009,Indians,Under Trials,Female,30-50,14
Manipur,2009,Indians,Under Trials,Female,50+,7
Manipur,2009,Indians,Under Trials,Male,16-18,0
Manipur,2009,Indians,Under Trials,Male,18-30,188
Manipur,2009,Indians,Under Trials,Male,30-50,109
Manipur,2009,Indians,Under Trials,Male,50+,14
Manipur,2010,Foreigners,Convicts,Female,16-18,0
Manipur,2010,Foreigners,Convicts,Female,18-30,0
Manipur,2010,Foreigners,Convicts,Female,30-50,0
Manipur,2010,Foreigners,Convicts,Female,50+,0
Manipur,2010,Foreigners,Convicts,Male,16-18,0
Manipur,2010,Foreigners,Convicts,Male,18-30,3
Manipur,2010,Foreigners,Convicts,Male,30-50,0
Manipur,2010,Foreigners,Convicts,Male,50+,0
Manipur,2010,Foreigners,Under Trials,Female,16-18,0
Manipur,2010,Foreigners,Under Trials,Female,18-30,0
Manipur,2010,Foreigners,Under Trials,Female,30-50,0
Manipur,2010,Foreigners,Under Trials,Female,50+,0
Manipur,2010,Foreigners,Under Trials,Male,16-18,0
Manipur,2010,Foreigners,Under Trials,Male,18-30,8
Manipur,2010,Foreigners,Under Trials,Male,30-50,2
Manipur,2010,Foreigners,Under Trials,Male,50+,0
Manipur,2010,Indians,Convicts,Female,16-18,0
Manipur,2010,Indians,Convicts,Female,18-30,0
Manipur,2010,Indians,Convicts,Female,30-50,1
Manipur,2010,Indians,Convicts,Female,50+,0
Manipur,2010,Indians,Convicts,Male,16-18,0
Manipur,2010,Indians,Convicts,Male,18-30,0
Manipur,2010,Indians,Convicts,Male,30-50,11
Manipur,2010,Indians,Convicts,Male,50+,17
Manipur,2010,Indians,Under Trials,Female,16-18,0
Manipur,2010,Indians,Under Trials,Female,18-30,3
Manipur,2010,Indians,Under Trials,Female,30-50,7
Manipur,2010,Indians,Under Trials,Female,50+,0
Manipur,2010,Indians,Under Trials,Male,16-18,0
Manipur,2010,Indians,Under Trials,Male,18-30,200
Manipur,2010,Indians,Under Trials,Male,30-50,143
Manipur,2010,Indians,Under Trials,Male,50+,10
Manipur,2011,Foreigners,Convicts,Female,16-18,0
Manipur,2011,Foreigners,Convicts,Female,18-30,0
Manipur,2011,Foreigners,Convicts,Female,30-50,0
Manipur,2011,Foreigners,Convicts,Female,50+,0
Manipur,2011,Foreigners,Convicts,Male,16-18,0
Manipur,2011,Foreigners,Convicts,Male,18-30,4
Manipur,2011,Foreigners,Convicts,Male,30-50,4
Manipur,2011,Foreigners,Convicts,Male,50+,0
Manipur,2011,Foreigners,Under Trials,Female,16-18,0
Manipur,2011,Foreigners,Under Trials,Female,18-30,0
Manipur,2011,Foreigners,Under Trials,Female,30-50,0
Manipur,2011,Foreigners,Under Trials,Female,50+,0
Manipur,2011,Foreigners,Under Trials,Male,16-18,0
Manipur,2011,Foreigners,Under Trials,Male,18-30,13
Manipur,2011,Foreigners,Under Trials,Male,30-50,5
Manipur,2011,Foreigners,Under Trials,Male,50+,0
Manipur,2011,Indians,Convicts,Female,16-18,0
Manipur,2011,Indians,Convicts,Female,18-30,0
Manipur,2011,Indians,Convicts,Female,30-50,1
Manipur,2011,Indians,Convicts,Female,50+,0
Manipur,2011,Indians,Convicts,Male,16-18,0
Manipur,2011,Indians,Convicts,Male,18-30,0
Manipur,2011,Indians,Convicts,Male,30-50,11
Manipur,2011,Indians,Convicts,Male,50+,12
Manipur,2011,Indians,Under Trials,Female,16-18,0
Manipur,2011,Indians,Under Trials,Female,18-30,6
Manipur,2011,Indians,Under Trials,Female,30-50,18
Manipur,2011,Indians,Under Trials,Female,50+,2
Manipur,2011,Indians,Under Trials,Male,16-18,0
Manipur,2011,Indians,Under Trials,Male,18-30,205
Manipur,2011,Indians,Under Trials,Male,30-50,168
Manipur,2011,Indians,Under Trials,Male,50+,37
Manipur,2012,Foreigners,Convicts,Female,16-18,0
Manipur,2012,Foreigners,Convicts,Female,18-30,0
Manipur,2012,Foreigners,Convicts,Female,30-50,0
Manipur,2012,Foreigners,Convicts,Female,50+,0
Manipur,2012,Foreigners,Convicts,Male,16-18,0
Manipur,2012,Foreigners,Convicts,Male,18-30,18
Manipur,2012,Foreigners,Convicts,Male,30-50,20
Manipur,2012,Foreigners,Convicts,Male,50+,0
Manipur,2012,Foreigners,Under Trials,Female,16-18,0
Manipur,2012,Foreigners,Under Trials,Female,18-30,2
Manipur,2012,Foreigners,Under Trials,Female,30-50,0
Manipur,2012,Foreigners,Under Trials,Female,50+,0
Manipur,2012,Foreigners,Under Trials,Male,16-18,0
Manipur,2012,Foreigners,Under Trials,Male,18-30,18
Manipur,2012,Foreigners,Under Trials,Male,30-50,10
Manipur,2012,Foreigners,Under Trials,Male,50+,1
Manipur,2012,Indians,Convicts,Female,16-18,0
Manipur,2012,Indians,Convicts,Female,18-30,0
Manipur,2012,Indians,Convicts,Female,30-50,1
Manipur,2012,Indians,Convicts,Female,50+,0
Manipur,2012,Indians,Convicts,Male,16-18,0
Manipur,2012,Indians,Convicts,Male,18-30,1
Manipur,2012,Indians,Convicts,Male,30-50,12
Manipur,2012,Indians,Convicts,Male,50+,12
Manipur,2012,Indians,Under Trials,Female,16-18,0
Manipur,2012,Indians,Under Trials,Female,18-30,2
Manipur,2012,Indians,Under Trials,Female,30-50,17
Manipur,2012,Indians,Under Trials,Female,50+,0
Manipur,2012,Indians,Under Trials,Male,16-18,0
Manipur,2012,Indians,Under Trials,Male,18-30,246
Manipur,2012,Indians,Under Trials,Male,30-50,211
Manipur,2012,Indians,Under Trials,Male,50+,20
Manipur,2013,Foreigners,Convicts,Female,16-18,0
Manipur,2013,Foreigners,Convicts,Female,18-30,0
Manipur,2013,Foreigners,Convicts,Female,30-50,0
Manipur,2013,Foreigners,Convicts,Female,50+,0
Manipur,2013,Foreigners,Convicts,Male,16-18,0
Manipur,2013,Foreigners,Convicts,Male,18-30,18
Manipur,2013,Foreigners,Convicts,Male,30-50,19
Manipur,2013,Foreigners,Convicts,Male,50+,2
Manipur,2013,Foreigners,Under Trials,Female,16-18,0
Manipur,2013,Foreigners,Under Trials,Female,18-30,0
Manipur,2013,Foreigners,Under Trials,Female,30-50,0
Manipur,2013,Foreigners,Under Trials,Female,50+,0
Manipur,2013,Foreigners,Under Trials,Male,16-18,0
Manipur,2013,Foreigners,Under Trials,Male,18-30,8
Manipur,2013,Foreigners,Under Trials,Male,30-50,11
Manipur,2013,Foreigners,Under Trials,Male,50+,0
Manipur,2013,Indians,Convicts,Female,16-18,0
Manipur,2013,Indians,Convicts,Female,18-30,0
Manipur,2013,Indians,Convicts,Female,30-50,2
Manipur,2013,Indians,Convicts,Female,50+,0
Manipur,2013,Indians,Convicts,Male,16-18,0
Manipur,2013,Indians,Convicts,Male,18-30,13
Manipur,2013,Indians,Convicts,Male,30-50,15
Manipur,2013,Indians,Convicts,Male,50+,10
Manipur,2013,Indians,Under Trials,Female,16-18,0
Manipur,2013,Indians,Under Trials,Female,18-30,6
Manipur,2013,Indians,Under Trials,Female,30-50,22
Manipur,2013,Indians,Under Trials,Female,50+,2
Manipur,2013,Indians,Under Trials,Male,16-18,0
Manipur,2013,Indians,Under Trials,Male,18-30,270
Manipur,2013,Indians,Under Trials,Male,30-50,201
Manipur,2013,Indians,Under Trials,Male,50+,18
Meghalaya,2001,Foreigners,Convicts,Female,16-18,0
Meghalaya,2001,Foreigners,Convicts,Female,18-30,0
Meghalaya,2001,Foreigners,Convicts,Female,30-50,0
Meghalaya,2001,Foreigners,Convicts,Female,50+,0
Meghalaya,2001,Foreigners,Convicts,Male,16-18,0
Meghalaya,2001,Foreigners,Convicts,Male,18-30,1
Meghalaya,2001,Foreigners,Convicts,Male,30-50,0
Meghalaya,2001,Foreigners,Convicts,Male,50+,0
Meghalaya,2001,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2001,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2001,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2001,Foreigners,Under Trials,Female,50+,0
Meghalaya,2001,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2001,Foreigners,Under Trials,Male,18-30,7
Meghalaya,2001,Foreigners,Under Trials,Male,30-50,7
Meghalaya,2001,Foreigners,Under Trials,Male,50+,0
Meghalaya,2001,Indians,Convicts,Female,16-18,0
Meghalaya,2001,Indians,Convicts,Female,18-30,0
Meghalaya,2001,Indians,Convicts,Female,30-50,0
Meghalaya,2001,Indians,Convicts,Female,50+,0
Meghalaya,2001,Indians,Convicts,Male,16-18,0
Meghalaya,2001,Indians,Convicts,Male,18-30,3
Meghalaya,2001,Indians,Convicts,Male,30-50,9
Meghalaya,2001,Indians,Convicts,Male,50+,1
Meghalaya,2001,Indians,Under Trials,Female,16-18,0
Meghalaya,2001,Indians,Under Trials,Female,18-30,0
Meghalaya,2001,Indians,Under Trials,Female,30-50,8
Meghalaya,2001,Indians,Under Trials,Female,50+,0
Meghalaya,2001,Indians,Under Trials,Male,16-18,3
Meghalaya,2001,Indians,Under Trials,Male,18-30,238
Meghalaya,2001,Indians,Under Trials,Male,30-50,220
Meghalaya,2001,Indians,Under Trials,Male,50+,22
Meghalaya,2002,Foreigners,Convicts,Female,16-18,0
Meghalaya,2002,Foreigners,Convicts,Female,18-30,0
Meghalaya,2002,Foreigners,Convicts,Female,30-50,0
Meghalaya,2002,Foreigners,Convicts,Female,50+,0
Meghalaya,2002,Foreigners,Convicts,Male,16-18,0
Meghalaya,2002,Foreigners,Convicts,Male,18-30,1
Meghalaya,2002,Foreigners,Convicts,Male,30-50,2
Meghalaya,2002,Foreigners,Convicts,Male,50+,0
Meghalaya,2002,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2002,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2002,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2002,Foreigners,Under Trials,Female,50+,0
Meghalaya,2002,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2002,Foreigners,Under Trials,Male,18-30,19
Meghalaya,2002,Foreigners,Under Trials,Male,30-50,13
Meghalaya,2002,Foreigners,Under Trials,Male,50+,2
Meghalaya,2002,Indians,Convicts,Female,16-18,0
Meghalaya,2002,Indians,Convicts,Female,18-30,0
Meghalaya,2002,Indians,Convicts,Female,30-50,0
Meghalaya,2002,Indians,Convicts,Female,50+,0
Meghalaya,2002,Indians,Convicts,Male,16-18,0
Meghalaya,2002,Indians,Convicts,Male,18-30,7
Meghalaya,2002,Indians,Convicts,Male,30-50,10
Meghalaya,2002,Indians,Convicts,Male,50+,0
Meghalaya,2002,Indians,Under Trials,Female,16-18,0
Meghalaya,2002,Indians,Under Trials,Female,18-30,0
Meghalaya,2002,Indians,Under Trials,Female,30-50,11
Meghalaya,2002,Indians,Under Trials,Female,50+,0
Meghalaya,2002,Indians,Under Trials,Male,16-18,5
Meghalaya,2002,Indians,Under Trials,Male,18-30,272
Meghalaya,2002,Indians,Under Trials,Male,30-50,163
Meghalaya,2002,Indians,Under Trials,Male,50+,21
Meghalaya,2003,Foreigners,Convicts,Female,16-18,0
Meghalaya,2003,Foreigners,Convicts,Female,18-30,0
Meghalaya,2003,Foreigners,Convicts,Female,30-50,0
Meghalaya,2003,Foreigners,Convicts,Female,50+,0
Meghalaya,2003,Foreigners,Convicts,Male,16-18,0
Meghalaya,2003,Foreigners,Convicts,Male,18-30,0
Meghalaya,2003,Foreigners,Convicts,Male,30-50,0
Meghalaya,2003,Foreigners,Convicts,Male,50+,0
Meghalaya,2003,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2003,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2003,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2003,Foreigners,Under Trials,Female,50+,0
Meghalaya,2003,Foreigners,Under Trials,Male,16-18,3
Meghalaya,2003,Foreigners,Under Trials,Male,18-30,7
Meghalaya,2003,Foreigners,Under Trials,Male,30-50,4
Meghalaya,2003,Foreigners,Under Trials,Male,50+,0
Meghalaya,2003,Indians,Convicts,Female,16-18,0
Meghalaya,2003,Indians,Convicts,Female,18-30,0
Meghalaya,2003,Indians,Convicts,Female,30-50,0
Meghalaya,2003,Indians,Convicts,Female,50+,0
Meghalaya,2003,Indians,Convicts,Male,16-18,0
Meghalaya,2003,Indians,Convicts,Male,18-30,13
Meghalaya,2003,Indians,Convicts,Male,30-50,26
Meghalaya,2003,Indians,Convicts,Male,50+,0
Meghalaya,2003,Indians,Under Trials,Female,16-18,0
Meghalaya,2003,Indians,Under Trials,Female,18-30,7
Meghalaya,2003,Indians,Under Trials,Female,30-50,1
Meghalaya,2003,Indians,Under Trials,Female,50+,0
Meghalaya,2003,Indians,Under Trials,Male,16-18,2
Meghalaya,2003,Indians,Under Trials,Male,18-30,297
Meghalaya,2003,Indians,Under Trials,Male,30-50,179
Meghalaya,2003,Indians,Under Trials,Male,50+,8
Meghalaya,2004,Foreigners,Convicts,Female,16-18,0
Meghalaya,2004,Foreigners,Convicts,Female,18-30,0
Meghalaya,2004,Foreigners,Convicts,Female,30-50,0
Meghalaya,2004,Foreigners,Convicts,Female,50+,0
Meghalaya,2004,Foreigners,Convicts,Male,16-18,0
Meghalaya,2004,Foreigners,Convicts,Male,18-30,2
Meghalaya,2004,Foreigners,Convicts,Male,30-50,1
Meghalaya,2004,Foreigners,Convicts,Male,50+,0
Meghalaya,2004,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2004,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2004,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2004,Foreigners,Under Trials,Female,50+,0
Meghalaya,2004,Foreigners,Under Trials,Male,16-18,1
Meghalaya,2004,Foreigners,Under Trials,Male,18-30,9
Meghalaya,2004,Foreigners,Under Trials,Male,30-50,8
Meghalaya,2004,Foreigners,Under Trials,Male,50+,4
Meghalaya,2004,Indians,Convicts,Female,16-18,0
Meghalaya,2004,Indians,Convicts,Female,18-30,0
Meghalaya,2004,Indians,Convicts,Female,30-50,0
Meghalaya,2004,Indians,Convicts,Female,50+,0
Meghalaya,2004,Indians,Convicts,Male,16-18,0
Meghalaya,2004,Indians,Convicts,Male,18-30,18
Meghalaya,2004,Indians,Convicts,Male,30-50,18
Meghalaya,2004,Indians,Convicts,Male,50+,2
Meghalaya,2004,Indians,Under Trials,Female,16-18,0
Meghalaya,2004,Indians,Under Trials,Female,18-30,3
Meghalaya,2004,Indians,Under Trials,Female,30-50,7
Meghalaya,2004,Indians,Under Trials,Female,50+,0
Meghalaya,2004,Indians,Under Trials,Male,16-18,1
Meghalaya,2004,Indians,Under Trials,Male,18-30,228
Meghalaya,2004,Indians,Under Trials,Male,30-50,155
Meghalaya,2004,Indians,Under Trials,Male,50+,14
Meghalaya,2005,Foreigners,Convicts,Female,16-18,0
Meghalaya,2005,Foreigners,Convicts,Female,18-30,0
Meghalaya,2005,Foreigners,Convicts,Female,30-50,0
Meghalaya,2005,Foreigners,Convicts,Female,50+,0
Meghalaya,2005,Foreigners,Convicts,Male,16-18,0
Meghalaya,2005,Foreigners,Convicts,Male,18-30,0
Meghalaya,2005,Foreigners,Convicts,Male,30-50,0
Meghalaya,2005,Foreigners,Convicts,Male,50+,0
Meghalaya,2005,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2005,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2005,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2005,Foreigners,Under Trials,Female,50+,0
Meghalaya,2005,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2005,Foreigners,Under Trials,Male,18-30,16
Meghalaya,2005,Foreigners,Under Trials,Male,30-50,3
Meghalaya,2005,Foreigners,Under Trials,Male,50+,0
Meghalaya,2005,Indians,Convicts,Female,16-18,0
Meghalaya,2005,Indians,Convicts,Female,18-30,0
Meghalaya,2005,Indians,Convicts,Female,30-50,4
Meghalaya,2005,Indians,Convicts,Female,50+,0
Meghalaya,2005,Indians,Convicts,Male,16-18,0
Meghalaya,2005,Indians,Convicts,Male,18-30,19
Meghalaya,2005,Indians,Convicts,Male,30-50,23
Meghalaya,2005,Indians,Convicts,Male,50+,0
Meghalaya,2005,Indians,Under Trials,Female,16-18,0
Meghalaya,2005,Indians,Under Trials,Female,18-30,3
Meghalaya,2005,Indians,Under Trials,Female,30-50,4
Meghalaya,2005,Indians,Under Trials,Female,50+,2
Meghalaya,2005,Indians,Under Trials,Male,16-18,7
Meghalaya,2005,Indians,Under Trials,Male,18-30,256
Meghalaya,2005,Indians,Under Trials,Male,30-50,157
Meghalaya,2005,Indians,Under Trials,Male,50+,39
Meghalaya,2006,Foreigners,Convicts,Female,16-18,0
Meghalaya,2006,Foreigners,Convicts,Female,18-30,0
Meghalaya,2006,Foreigners,Convicts,Female,30-50,0
Meghalaya,2006,Foreigners,Convicts,Female,50+,0
Meghalaya,2006,Foreigners,Convicts,Male,16-18,0
Meghalaya,2006,Foreigners,Convicts,Male,18-30,1
Meghalaya,2006,Foreigners,Convicts,Male,30-50,2
Meghalaya,2006,Foreigners,Convicts,Male,50+,0
Meghalaya,2006,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2006,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2006,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2006,Foreigners,Under Trials,Female,50+,0
Meghalaya,2006,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2006,Foreigners,Under Trials,Male,18-30,26
Meghalaya,2006,Foreigners,Under Trials,Male,30-50,7
Meghalaya,2006,Foreigners,Under Trials,Male,50+,2
Meghalaya,2006,Indians,Convicts,Female,16-18,0
Meghalaya,2006,Indians,Convicts,Female,18-30,0
Meghalaya,2006,Indians,Convicts,Female,30-50,2
Meghalaya,2006,Indians,Convicts,Female,50+,0
Meghalaya,2006,Indians,Convicts,Male,16-18,0
Meghalaya,2006,Indians,Convicts,Male,18-30,13
Meghalaya,2006,Indians,Convicts,Male,30-50,33
Meghalaya,2006,Indians,Convicts,Male,50+,7
Meghalaya,2006,Indians,Under Trials,Female,16-18,0
Meghalaya,2006,Indians,Under Trials,Female,18-30,0
Meghalaya,2006,Indians,Under Trials,Female,30-50,7
Meghalaya,2006,Indians,Under Trials,Female,50+,0
Meghalaya,2006,Indians,Under Trials,Male,16-18,0
Meghalaya,2006,Indians,Under Trials,Male,18-30,169
Meghalaya,2006,Indians,Under Trials,Male,30-50,307
Meghalaya,2006,Indians,Under Trials,Male,50+,21
Meghalaya,2007,Foreigners,Convicts,Female,16-18,0
Meghalaya,2007,Foreigners,Convicts,Female,18-30,0
Meghalaya,2007,Foreigners,Convicts,Female,30-50,0
Meghalaya,2007,Foreigners,Convicts,Female,50+,0
Meghalaya,2007,Foreigners,Convicts,Male,16-18,0
Meghalaya,2007,Foreigners,Convicts,Male,18-30,0
Meghalaya,2007,Foreigners,Convicts,Male,30-50,0
Meghalaya,2007,Foreigners,Convicts,Male,50+,0
Meghalaya,2007,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2007,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2007,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2007,Foreigners,Under Trials,Female,50+,0
Meghalaya,2007,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2007,Foreigners,Under Trials,Male,18-30,23
Meghalaya,2007,Foreigners,Under Trials,Male,30-50,8
Meghalaya,2007,Foreigners,Under Trials,Male,50+,1
Meghalaya,2007,Indians,Convicts,Female,16-18,0
Meghalaya,2007,Indians,Convicts,Female,18-30,0
Meghalaya,2007,Indians,Convicts,Female,30-50,2
Meghalaya,2007,Indians,Convicts,Female,50+,0
Meghalaya,2007,Indians,Convicts,Male,16-18,0
Meghalaya,2007,Indians,Convicts,Male,18-30,12
Meghalaya,2007,Indians,Convicts,Male,30-50,55
Meghalaya,2007,Indians,Convicts,Male,50+,3
Meghalaya,2007,Indians,Under Trials,Female,16-18,0
Meghalaya,2007,Indians,Under Trials,Female,18-30,2
Meghalaya,2007,Indians,Under Trials,Female,30-50,2
Meghalaya,2007,Indians,Under Trials,Female,50+,0
Meghalaya,2007,Indians,Under Trials,Male,16-18,0
Meghalaya,2007,Indians,Under Trials,Male,18-30,263
Meghalaya,2007,Indians,Under Trials,Male,30-50,234
Meghalaya,2007,Indians,Under Trials,Male,50+,24
Meghalaya,2008,Foreigners,Convicts,Female,16-18,0
Meghalaya,2008,Foreigners,Convicts,Female,18-30,0
Meghalaya,2008,Foreigners,Convicts,Female,30-50,1
Meghalaya,2008,Foreigners,Convicts,Female,50+,0
Meghalaya,2008,Foreigners,Convicts,Male,16-18,0
Meghalaya,2008,Foreigners,Convicts,Male,18-30,11
Meghalaya,2008,Foreigners,Convicts,Male,30-50,9
Meghalaya,2008,Foreigners,Convicts,Male,50+,0
Meghalaya,2008,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2008,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2008,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2008,Foreigners,Under Trials,Female,50+,0
Meghalaya,2008,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2008,Foreigners,Under Trials,Male,18-30,18
Meghalaya,2008,Foreigners,Under Trials,Male,30-50,11
Meghalaya,2008,Foreigners,Under Trials,Male,50+,0
Meghalaya,2008,Indians,Convicts,Female,16-18,0
Meghalaya,2008,Indians,Convicts,Female,18-30,0
Meghalaya,2008,Indians,Convicts,Female,30-50,1
Meghalaya,2008,Indians,Convicts,Female,50+,0
Meghalaya,2008,Indians,Convicts,Male,16-18,0
Meghalaya,2008,Indians,Convicts,Male,18-30,18
Meghalaya,2008,Indians,Convicts,Male,30-50,52
Meghalaya,2008,Indians,Convicts,Male,50+,0
Meghalaya,2008,Indians,Under Trials,Female,16-18,0
Meghalaya,2008,Indians,Under Trials,Female,18-30,1
Meghalaya,2008,Indians,Under Trials,Female,30-50,3
Meghalaya,2008,Indians,Under Trials,Female,50+,0
Meghalaya,2008,Indians,Under Trials,Male,16-18,0
Meghalaya,2008,Indians,Under Trials,Male,18-30,264
Meghalaya,2008,Indians,Under Trials,Male,30-50,173
Meghalaya,2008,Indians,Under Trials,Male,50+,10
Meghalaya,2009,Foreigners,Convicts,Female,16-18,0
Meghalaya,2009,Foreigners,Convicts,Female,18-30,0
Meghalaya,2009,Foreigners,Convicts,Female,30-50,1
Meghalaya,2009,Foreigners,Convicts,Female,50+,0
Meghalaya,2009,Foreigners,Convicts,Male,16-18,0
Meghalaya,2009,Foreigners,Convicts,Male,18-30,15
Meghalaya,2009,Foreigners,Convicts,Male,30-50,6
Meghalaya,2009,Foreigners,Convicts,Male,50+,0
Meghalaya,2009,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2009,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2009,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2009,Foreigners,Under Trials,Female,50+,0
Meghalaya,2009,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2009,Foreigners,Under Trials,Male,18-30,8
Meghalaya,2009,Foreigners,Under Trials,Male,30-50,17
Meghalaya,2009,Foreigners,Under Trials,Male,50+,0
Meghalaya,2009,Indians,Convicts,Female,16-18,0
Meghalaya,2009,Indians,Convicts,Female,18-30,0
Meghalaya,2009,Indians,Convicts,Female,30-50,0
Meghalaya,2009,Indians,Convicts,Female,50+,0
Meghalaya,2009,Indians,Convicts,Male,16-18,0
Meghalaya,2009,Indians,Convicts,Male,18-30,36
Meghalaya,2009,Indians,Convicts,Male,30-50,40
Meghalaya,2009,Indians,Convicts,Male,50+,0
Meghalaya,2009,Indians,Under Trials,Female,16-18,0
Meghalaya,2009,Indians,Under Trials,Female,18-30,3
Meghalaya,2009,Indians,Under Trials,Female,30-50,4
Meghalaya,2009,Indians,Under Trials,Female,50+,0
Meghalaya,2009,Indians,Under Trials,Male,16-18,0
Meghalaya,2009,Indians,Under Trials,Male,18-30,318
Meghalaya,2009,Indians,Under Trials,Male,30-50,156
Meghalaya,2009,Indians,Under Trials,Male,50+,14
Meghalaya,2010,Foreigners,Convicts,Female,16-18,0
Meghalaya,2010,Foreigners,Convicts,Female,18-30,0
Meghalaya,2010,Foreigners,Convicts,Female,30-50,0
Meghalaya,2010,Foreigners,Convicts,Female,50+,0
Meghalaya,2010,Foreigners,Convicts,Male,16-18,0
Meghalaya,2010,Foreigners,Convicts,Male,18-30,4
Meghalaya,2010,Foreigners,Convicts,Male,30-50,3
Meghalaya,2010,Foreigners,Convicts,Male,50+,2
Meghalaya,2010,Foreigners,Under Trials,Female,16-18,0
Meghalaya,2010,Foreigners,Under Trials,Female,18-30,0
Meghalaya,2010,Foreigners,Under Trials,Female,30-50,0
Meghalaya,2010,Foreigners,Under Trials,Female,50+,0
Meghalaya,2010,Foreigners,Under Trials,Male,16-18,0
Meghalaya,2010,Foreigners,Under Trials,Male,18-30,12
Meghalaya,2010,Foreigners,Under Trials,Male,30-50,8
Meghalaya,2010,Foreigners,Under Trials,Male,50+,1
Meghalaya,2010,Indians,Convicts,Female,16-18,0
Meghalaya,2010,Indians,Convicts,Female,18-30,0
Meghalaya,2010,Indians,Convicts,Female,30-50,0
Meghalaya,2010,Indians,Convicts,Female,50+,0
Meghalaya,2010,Indians,Convicts,Male,16-18,0
Meghalaya,2010,Indians,Convicts,Male,18-30,15
Meghalaya,2010,Indians,Convicts,Male,30-50,43
Meghalaya,2010,Indians,Convicts,Male,50+,3
Meghalaya,2010,Indians,Under Trials,Female,16-18,0
Meghalaya,2010,Indians,Under Trials,Female,18-30,3
Meghalaya,2010,Indians,Under Trials,Female,30-50,3
Meghalaya,2010,Indians,Under Trials,Female,50+,0
Meghalaya,2010,Indians,Under Trials,Male,16-18,0
Meghalaya,2010,Indians,Under Trials,Male,18-30,359
